,Baseline,B: Regime-Gate+Richtung,C: Regime-TP (VWAP/1/2sd),D: skip erste 30min,D+B: skip30 + Regime
2014-11-13,48895.49425625969,42441.855403577865,48966.41025677801,63536.60851723618,50007.7331807952
2014-11-14,48895.49425625969,42441.855403577865,48966.41025677801,63536.60851723618,50007.7331807952
2014-11-17,48852.06939758682,42404.162123230686,48922.92241648797,63286.71985011218,49811.05340700697
2014-11-18,48852.06939758682,42404.162123230686,48922.92241648797,63286.71985011218,49811.05340700697
2014-11-19,48852.06939758682,41995.52799488188,48922.92241648797,63286.71985011218,49757.81513539981
2014-11-20,48852.06939758682,41995.52799488188,48922.92241648797,63286.71985011218,49757.81513539981
2014-11-21,48852.06939758682,41995.52799488188,48922.92241648797,63286.71985011218,49757.81513539981
2014-11-24,48968.36818891921,42095.50388551245,48980.931410204204,63286.71985011218,49757.81513539981
2014-11-25,48505.487711924674,42011.7292505517,48517.93217757055,63020.277654332865,49767.988267602355
2014-11-26,48505.11317825082,42138.1122336594,48647.80971268212,63019.791045142214,49917.70423818326
2014-11-28,48505.11317825082,42138.1122336594,48647.80971268212,63019.791045142214,49917.70423818326
2014-12-01,48404.610583745474,42208.50918956352,48547.01145095744,63019.791045142214,50183.59709653377
2014-12-02,48748.33806676046,42508.23734460038,48891.750141191646,62783.61854526405,49995.529421560415
2014-12-03,48423.062546943096,42569.29935273187,48565.517697735275,62783.61854526405,50683.818902201936
2014-12-04,48232.37089182329,42182.761336092124,48374.26504942222,62536.37453579644,50223.59937470041
2014-12-05,48232.37089182329,42182.761336092124,48374.26504942222,62536.37453579644,50223.59937470041
2014-12-08,48512.3100084519,41452.12386400522,48486.27144568921,62899.33362573982,49353.688479255085
2014-12-09,47778.758790540465,40825.329222806744,47753.11395504873,62373.43673378355,48941.04577095147
2014-12-10,47859.20237875582,40894.06554111826,47833.51436586395,62746.520351309264,49233.78420830341
2014-12-11,47859.20237875582,40894.06554111826,47833.51436586395,62746.520351309264,49233.78420830341
2014-12-12,47859.20237875582,40894.06554111826,47833.51436586395,62746.520351309264,49233.78420830341
2014-12-15,47496.78446464138,40894.06554111826,47471.29097642997,62746.520351309264,49233.78420830341
2014-12-16,47374.153605184285,40894.06554111826,47001.08196023171,62584.51654820231,49233.78420830341
2014-12-17,47912.77618150449,40894.06554111826,46824.09861240749,63296.07403209703,49233.78420830341
2014-12-18,47774.54380435893,40894.06554111826,47136.025629572105,63320.00526896637,49233.78420830341
2014-12-19,47774.54380435893,40894.06554111826,47136.025629572105,63320.00526896637,49233.78420830341
2014-12-22,47794.563716679826,40894.06554111826,47463.14979680904,63346.53950357538,49233.78420830341
2014-12-23,47794.563716679826,40894.06554111826,47463.14979680904,63346.53950357538,49233.78420830341
2014-12-24,47794.563716679826,40894.06554111826,47463.14979680904,63346.53950357538,49233.78420830341
2014-12-26,47794.563716679826,40894.06554111826,47463.14979680904,63346.53950357538,49233.78420830341
2014-12-29,48030.51066186533,41202.33978578842,47524.88068819335,63496.02422290237,49478.05587398375
2014-12-30,47823.17709386018,40488.43897972738,47319.72977586033,63496.02422290237,48877.88705623233
2014-12-31,47910.002268397286,39856.616384367175,47387.247883097465,63496.02422290237,48026.4069700656
2015-01-02,47910.002268397286,39856.616384367175,47387.247883097465,63496.02422290237,48026.4069700656
2015-01-05,48132.033405853945,40041.325410708254,47606.85640011407,63496.02422290237,48026.4069700656
2015-01-06,47611.48981073429,39608.28209199172,47091.992546889735,62809.32045441427,47507.005715311265
2015-01-07,47388.75885533386,39608.28209199172,47066.433487716,62976.12571262635,47507.005715311265
2015-01-08,47388.75885533386,39608.28209199172,47066.433487716,62976.12571262635,47507.005715311265
2015-01-09,47388.75885533386,39608.28209199172,47066.433487716,62976.12571262635,47507.005715311265
2015-01-12,47683.26439987341,39608.28209199172,47518.709279330564,63367.50161366245,47507.005715311265
2015-01-13,47542.507544516935,39608.28209199172,47378.4381763988,63180.44625218097,47507.005715311265
2015-01-14,47542.507544516935,39608.28209199172,47378.4381763988,63180.44625218097,47507.005715311265
2015-01-15,47542.507544516935,39608.28209199172,47378.4381763988,63180.44625218097,47507.005715311265
2015-01-16,47542.507544516935,39608.28209199172,47378.4381763988,63180.44625218097,47507.005715311265
2015-01-20,47386.56811977091,39608.28209199172,47223.036899180195,63180.44625218097,47507.005715311265
2015-01-21,47386.56811977091,39608.28209199172,47223.036899180195,63180.44625218097,47507.005715311265
2015-01-22,47386.56811977091,39608.28209199172,47223.036899180195,63180.44625218097,47507.005715311265
2015-01-23,47386.56811977091,39608.28209199172,47223.036899180195,63180.44625218097,47507.005715311265
2015-01-26,48048.9970398816,40161.97636812755,47883.17977465506,63875.79281583994,48029.854715807654
2015-01-27,48048.9970398816,40161.97636812755,47883.17977465506,63875.79281583994,48029.854715807654
2015-01-28,48003.49214928209,40123.94089489228,47837.831921600104,63500.05872700842,47747.330571639555
2015-01-29,48222.75775842852,40123.94089489228,48322.731107256215,63790.10802205372,47747.330571639555
2015-01-30,48222.75775842852,40123.94089489228,48322.731107256215,63790.10802205372,47747.330571639555
2015-02-02,47973.661963954764,40123.94089489228,48073.11889808721,63460.598712011364,47747.330571639555
2015-02-03,48007.753300711454,40123.94089489228,48179.09656840828,63098.29230463781,47747.330571639555
2015-02-04,48129.8360377606,40123.94089489228,48092.94087509672,62811.22127646944,47747.330571639555
2015-02-05,48077.37404785883,40123.94089489228,48178.682937187164,62742.75643371081,47747.330571639555
2015-02-06,48077.37404785883,40123.94089489228,48178.682937187164,62742.75643371081,47747.330571639555
2015-02-09,48345.22907223747,40347.48470067231,48447.10238704782,62866.81707949189,47841.740906819825
2015-02-10,48794.447811320155,40722.38924761968,48897.2677221629,63544.733084669904,48357.635990792405
2015-02-11,48745.90585367078,40681.87757912242,48848.62347665126,63481.517168093415,48309.52858465133
2015-02-12,48632.65355982158,40587.36059614216,48735.13253698723,63683.67073843182,48463.367751079764
2015-02-13,48632.65355982158,40587.36059614216,48735.13253698723,63683.67073843182,48463.367751079764
2015-02-17,48381.12474423414,41031.65893726358,48577.60958865787,63688.29571726141,48883.99857588193
2015-02-18,48575.4638110842,41124.014492063354,48569.25970302409,63785.1253730065,48871.99110842259
2015-02-19,48771.16660488004,41289.696585383084,48646.76138207694,64042.105466632835,49068.88856339041
2015-02-20,48771.16660488004,41289.696585383084,48646.76138207694,64042.105466632835,49068.88856339041
2015-02-23,48568.01720842162,41438.39258188178,48746.34241545174,63946.237460289034,49297.92913209927
2015-02-24,48765.758858906935,41908.61817514078,48628.4436972531,64291.45683829644,50059.413923257714
2015-02-25,49092.41669182112,42128.29411978381,48830.386660424105,64291.45683829644,50059.413923257714
2015-02-26,49219.064219030886,42309.50143188072,49071.760805460566,64291.45683829644,50462.8214166691
2015-02-27,49219.064219030886,42309.50143188072,49071.760805460566,64291.45683829644,50462.8214166691
2015-03-02,48998.450892833156,42461.541685255776,48851.80773350667,64003.284920275495,50644.16082967455
2015-03-03,48944.74859065462,41911.24882379759,48798.26615223075,64003.284920275495,50237.80248212687
2015-03-04,48824.32651337863,41808.13174198759,48678.20447561117,63845.81330698667,50114.199016854735
2015-03-05,48455.31985732504,41492.15239333786,48310.30218716247,63527.97908314139,49864.72286919312
2015-03-06,48455.31985732504,41492.15239333786,48310.30218716247,63527.97908314139,49864.72286919312
2015-03-09,48099.87199263878,41187.78339912062,47955.91811116552,63394.53728430076,49759.98101506226
2015-03-10,47886.44921394494,41005.03008155201,47743.13406675755,63394.53728430076,49759.98101506226
2015-03-11,47805.0561067539,40935.333395671456,47661.98455384691,63509.29472313512,49850.05704088964
2015-03-12,47805.0561067539,40935.333395671456,47661.98455384691,63509.29472313512,49850.05704088964
2015-03-13,47805.0561067539,40935.333395671456,47661.98455384691,63509.29472313512,49850.05704088964
2015-03-16,48200.68769987985,41274.111602108555,48056.43209593271,63509.29472313512,49850.05704088964
2015-03-17,47884.47652562055,41003.34087415804,47741.167282318755,63331.84688835808,49710.773732454545
2015-03-18,47700.148604728645,40845.501400463225,47557.39102026869,63110.27924214948,49536.859664441894
2015-03-19,47950.01685684142,41059.46287312396,47806.51146363981,63498.13952382874,49841.30104187957
2015-03-20,47950.01685684142,41059.46287312396,47806.51146363981,63498.13952382874,49841.30104187957
2015-03-23,47805.48115309424,41247.414047977516,47799.099860587965,63098.54691494165,50108.99139771532
2015-03-24,47388.0161243112,41017.559671301715,47381.69055693091,62769.677637155895,49519.50949985644
2015-03-25,47388.0161243112,41017.559671301715,47381.69055693091,62769.677637155895,49519.50949985644
2015-03-26,47181.802632084255,40839.06783065877,47175.504591016455,62769.677637155895,49519.50949985644
2015-03-27,47181.802632084255,40839.06783065877,47175.504591016455,62769.677637155895,49519.50949985644
2015-03-30,47216.76485440903,40869.33001839598,47210.46214642518,62816.19064222096,49556.20398806937
2015-03-31,46975.69946185448,40660.67148122799,46969.42893237289,62746.168108799706,49500.96264161859
2015-04-01,46859.20930589705,40559.84130697953,46852.954326049956,62590.57040631821,49378.21034789602
2015-04-02,46414.85351834544,40175.221069167215,46408.65785312481,62308.47401336865,49155.662207832414
2015-04-06,46414.85351834544,40175.221069167215,46408.65785312481,62308.47401336865,49155.662207832414
2015-04-07,45956.32618000086,39778.33438768778,45950.19172108958,61725.37215358489,48695.6484054379
2015-04-08,45696.8317848145,39553.72429194114,45690.73196439235,61376.83715424854,48420.68630812657
2015-04-09,45390.17710415229,39288.29375292996,45384.118217388124,61376.83715424854,48420.68630812657
2015-04-10,45390.17710415229,39288.29375292996,45384.118217388124,61376.83715424854,48420.68630812657
2015-04-13,45297.702886646664,38741.260920094755,45513.8839211191,61251.7930290453,47746.498078789584
2015-04-14,44938.582698161306,38413.50359442429,45153.04984939243,61251.7930290453,48312.66834001002
2015-04-15,44849.25063577783,38337.14254132848,45063.29145418352,61286.323653099986,48339.90454820946
2015-04-16,45294.17913094954,38596.632481430046,45403.3190610791,61683.93019900477,48504.11533024606
2015-04-17,45294.17913094954,38596.632481430046,45403.3190610791,61683.93019900477,48504.11533024606
2015-04-20,45294.17913094954,38596.632481430046,45403.3190610791,61683.93019900477,48504.11533024606
2015-04-21,46274.719159899556,39035.408917551664,45646.37158303308,62877.2812040849,49023.58626716908
2015-04-22,46054.572077446974,38643.67498286846,45429.21379772426,62578.14918857122,48553.2241481504
2015-04-23,46475.77401592953,38997.098977027,45844.69638831618,63150.47103536967,48997.27804352454
2015-04-24,46475.77401592953,38997.098977027,45844.69638831618,63150.47103536967,48997.27804352454
2015-04-27,46212.36928798608,37921.0803538131,45931.89074561504,62971.86422752571,47645.331743809256
2015-04-28,46114.39906509557,37741.71315389652,45834.515137234346,62971.86422752571,48432.00760850764
2015-04-29,45825.7033233177,37505.43398522404,45547.57158782597,62577.63358757661,48128.80265201256
2015-04-30,45477.81661549599,37220.710762047565,45201.7963224216,62577.63358757661,48128.80265201256
2015-05-01,45477.81661549599,37220.710762047565,45201.7963224216,62577.63358757661,48128.80265201256
2015-05-04,45390.667579178225,37149.38479885545,45115.17622316229,62457.716210972714,48036.5735371957
2015-05-05,45388.125701793775,37147.304433306694,45112.64977329378,62457.716210972714,48036.5735371957
2015-05-06,45755.899198208084,37448.303732629254,45478.19112762608,62963.80215996915,48425.80702794633
2015-05-07,46137.26334992456,37760.42612201449,45857.24065096417,63085.727822318186,48519.580726390835
2015-05-08,46137.26334992456,37760.42612201449,45857.24065096417,63085.727822318186,48519.580726390835
2015-05-11,46264.41250907561,37766.006916569226,46278.26066447314,63321.661418059,48246.66611591249
2015-05-12,46264.41250907561,37766.006916569226,46278.26066447314,63321.661418059,48246.66611591249
2015-05-13,46048.79439824228,37589.996142338125,46062.57801346858,63145.88048596244,48112.73337077471
2015-05-14,45834.12786159315,37414.76214566181,45847.84722147939,62851.51213941352,47888.445330742514
2015-05-15,45834.12786159315,37414.76214566181,45847.84722147939,62851.51213941352,47888.445330742514
2015-05-18,46211.41856725398,37740.77148339993,45846.20881047704,63275.414487055394,48234.498662443366
2015-05-19,46148.12530398788,37467.78748958431,45689.39435009637,62995.077571673384,47885.61215146255
2015-05-20,45954.903161775845,37598.73745430452,45498.092913807406,62731.31726164925,48158.22500207669
2015-05-21,46046.22863522201,37673.45684794365,45588.510575261804,62731.31726164925,48158.22500207669
2015-05-22,46046.22863522201,37673.45684794365,45588.510575261804,62731.31726164925,48158.22500207669
2015-05-26,46046.22863522201,36652.506167364365,45588.510575261804,62731.31726164925,47135.53693593258
2015-05-27,45744.9021150331,36412.65216700512,45290.17936205728,62731.31726164925,47135.53693593258
2015-05-28,46220.17001970439,36413.290378751306,45813.97164916488,63562.300281547,47600.7977401224
2015-05-29,46220.17001970439,36413.290378751306,45813.97164916488,63562.300281547,47600.7977401224
2015-06-01,46007.04002553584,36245.38177169139,45602.714712934176,63269.20242659383,47381.30140896555
2015-06-02,45842.54676446033,36115.790277797336,45439.66707385843,63269.20242659383,47381.30140896555
2015-06-03,46076.40437448887,36300.02856721989,45671.46946470255,63296.71060428453,47401.90184659374
2015-06-04,45891.93961359542,35419.772697829736,45815.08679230771,63043.30514121794,46252.4316128871
2015-06-05,45891.93961359542,35419.772697829736,45815.08679230771,63043.30514121794,46252.4316128871
2015-06-08,45891.93961359542,35419.772697829736,45815.08679230771,63043.30514121794,46252.4316128871
2015-06-09,45761.23936957592,35318.89718518633,45684.605425123234,63043.30514121794,46252.4316128871
2015-06-10,45761.23936957592,35318.89718518633,45684.605425123234,63043.30514121794,46252.4316128871
2015-06-11,45747.43462734044,35308.24257271517,45670.82380096463,62912.08810933306,46156.16275800859
2015-06-12,45747.43462734044,35308.24257271517,45670.82380096463,62912.08810933306,46156.16275800859
2015-06-15,45815.52451110656,35226.66450367798,45618.80121951504,62912.08810933306,46156.16275800859
2015-06-16,45839.29061971239,35244.93780172158,45642.46528089641,62303.37831464574,45709.57595409969
2015-06-17,45996.42920908181,35365.7586026917,45798.929146558825,62194.20798338714,45629.48190970618
2015-06-18,45996.42920908181,35365.7586026917,45798.929146558825,62194.20798338714,45629.48190970618
2015-06-19,45996.42920908181,35365.7586026917,45798.929146558825,62194.20798338714,45629.48190970618
2015-06-22,46596.526113437314,35341.46251050625,46055.31407953427,62697.26550707745,45371.89902650396
2015-06-23,46707.103552030916,35153.01961266942,45961.55902363102,62846.05134166344,45307.053961042206
2015-06-24,46417.69355454253,34796.69898438419,45998.77318916628,62482.532383923695,44750.48956847662
2015-06-25,46469.08085090629,34889.62555356106,45896.15280952094,62551.70446386339,44968.34002469483
2015-06-26,46469.08085090629,34889.62555356106,45896.15280952094,62551.70446386339,44968.34002469483
2015-06-29,46372.58838476412,34817.17768175483,45800.85002130274,62421.81663060755,44874.963828139014
2015-06-30,46120.251499301005,34627.71967471125,45551.62425564036,62082.14771536768,44630.77628109704
2015-07-01,46362.58261017491,34809.665208462946,45790.967610221756,61974.4028489304,44553.31863495621
2015-07-02,46289.20662025944,34754.5735052079,45718.49628985036,61974.4028489304,44553.31863495621
2015-07-06,46289.20662025944,34583.6380849872,45718.49628985036,61974.4028489304,44334.1894823009
2015-07-07,46289.20662025944,34583.6380849872,45718.49628985036,61974.4028489304,44334.1894823009
2015-07-08,46109.60449857282,34449.45356921744,45541.10852424572,61974.4028489304,44334.1894823009
2015-07-09,45837.80158150833,34246.38390351078,45272.65672818609,61609.08148777687,44072.852128445425
2015-07-10,45837.80158150833,34246.38390351078,45272.65672818609,61609.08148777687,44072.852128445425
2015-07-13,45837.80158150833,34246.38390351078,45272.65672818609,61609.08148777687,44072.852128445425
2015-07-14,46011.51848371491,34376.171448249734,45444.23183454232,61609.08148777687,44072.852128445425
2015-07-15,45746.79126148723,34384.112409429494,45301.3182037826,61170.33601456767,43902.86575031012
2015-07-16,45811.4812890214,34527.28472489426,45100.63172658445,61425.04372784754,44085.67328857559
2015-07-17,45811.4812890214,34527.28472489426,45100.63172658445,61425.04372784754,44085.67328857559
2015-07-20,45326.3372405874,34818.095394724296,44813.64091894332,61013.373433254594,44330.87805350956
2015-07-21,45197.9686326495,34898.63493658074,44686.72431699378,61013.373433254594,44307.526736303036
2015-07-22,45079.294761036195,35098.86538606209,44732.47501495704,60737.6029737076,44333.90284827864
2015-07-23,45029.03699684348,34335.90884841455,44983.98536295194,60646.56491865969,43353.176793486295
2015-07-24,45029.03699684348,34335.90884841455,44983.98536295194,60646.56491865969,43353.176793486295
2015-07-27,44921.61790680122,34253.99876704795,44876.67374590578,60646.56491865969,43353.176793486295
2015-07-28,44763.332424900145,34133.30162935515,44718.54662891891,60061.728766142056,42935.10686406284
2015-07-29,44350.733284824455,33818.68316515023,44306.36029503768,59852.09569880964,42785.25073549212
2015-07-30,44171.423940146604,33681.95474000183,44127.230349687205,59610.114580066285,42612.27061311196
2015-07-31,44171.423940146604,33681.95474000183,44127.230349687205,59610.114580066285,42612.27061311196
2015-08-03,43922.91933310911,33492.462978580224,43878.974371963675,59361.84640769084,42434.79619253061
2015-08-04,43825.812438246656,33418.41623645728,43781.96463272718,59385.80541847818,42451.92328343599
2015-08-05,43707.251057120986,33328.009844342814,43663.52187248022,59225.14979755623,42337.07866616808
2015-08-06,43707.251057120986,33328.009844342814,43663.52187248022,59225.14979755623,42337.07866616808
2015-08-07,43707.251057120986,33328.009844342814,43663.52187248022,59225.14979755623,42337.07866616808
2015-08-10,43304.919678012826,33021.2208370433,43261.59302665288,58679.97398302611,41947.35991618518
2015-08-11,42904.71670039099,32716.054795818593,42861.79045284229,58351.835568513045,41712.79027953388
2015-08-12,42702.502466991755,32561.8607479571,42659.7785351535,58076.817514453316,41516.19371491322
2015-08-13,42049.483165779,32561.8607479571,42007.412580946235,57524.14133702438,41516.19371491322
2015-08-14,42049.483165779,32561.8607479571,42007.412580946235,57524.14133702438,41516.19371491322
2015-08-17,42211.69212053081,32687.470505772122,42169.45924534207,57524.14133702438,41516.19371491322
2015-08-18,41842.89531376727,32401.885300865284,41801.031420458385,57021.56210906232,41153.47336654819
2015-08-19,41451.57097485441,32098.8554495653,41410.09860226249,56488.28340239581,40768.596659561954
2015-08-20,41153.9354357765,31868.37539969431,41112.76084808592,56488.28340239581,40768.596659561954
2015-08-21,41153.9354357765,31868.37539969431,41112.76084808592,56488.28340239581,40768.596659561954
2015-08-24,41153.9354357765,31868.37539969431,41112.76084808592,56488.28340239581,40768.596659561954
2015-08-25,42342.35734237623,31868.37539969431,41423.78231827924,56968.863475000675,40768.596659561954
2015-08-26,42627.712736089416,31868.37539969431,42342.30302670685,57352.79043340911,40768.596659561954
2015-08-27,42148.82193919292,31868.37539969431,41866.618596617205,57214.265359553254,40768.596659561954
2015-08-28,42148.82193919292,31868.37539969431,41866.618596617205,57214.265359553254,40768.596659561954
2015-08-31,41977.36654176737,31868.37539969431,41696.311162148384,57214.265359553254,40768.596659561954
2015-09-01,41778.1532165334,31868.37539969431,41946.443942114965,56942.741798356175,40768.596659561954
2015-09-02,41702.818160099116,31868.37539969431,41323.9969744781,56840.061705134525,40768.596659561954
2015-09-03,41089.28462533415,31868.37539969431,40716.03667220225,56494.62068790529,40768.596659561954
2015-09-04,41089.28462533415,31868.37539969431,40716.03667220225,56494.62068790529,40768.596659561954
2015-09-08,40872.03825410914,31868.37539969431,40500.76372943005,56195.92355919906,40768.596659561954
2015-09-09,40529.31889621288,31868.37539969431,40161.157574890814,55959.384856437144,40768.596659561954
2015-09-10,40151.79557536759,31868.37539969431,39787.06361058094,55438.13324454698,40768.596659561954
2015-09-11,40151.79557536759,31868.37539969431,39787.06361058094,55438.13324454698,40768.596659561954
2015-09-14,40151.79557536759,31868.37539969431,39787.06361058094,55438.13324454698,40768.596659561954
2015-09-15,39845.6205719035,31625.3650981978,39483.66984788035,55438.13324454698,40768.596659561954
2015-09-16,39864.37257261657,31640.248512243325,39502.25150866303,55779.111933567096,41019.348656943366
2015-09-17,39843.67575403923,31623.821501332593,39481.74269640511,55779.111933567096,41019.348656943366
2015-09-18,39843.67575403923,31623.821501332593,39481.74269640511,55779.111933567096,41019.348656943366
2015-09-21,39785.4421945933,31623.821501332593,39537.42482098395,55547.153177140004,41019.348656943366
2015-09-22,39560.55370231013,31623.821501332593,39724.58043053533,55458.21488007161,41019.348656943366
2015-09-23,39388.800711690004,31623.821501332593,39552.115314363924,55217.44185318777,41019.348656943366
2015-09-24,39081.685961078794,31623.821501332593,39243.72719867012,54786.911078507495,41019.348656943366
2015-09-25,39081.685961078794,31623.821501332593,39243.72719867012,54786.911078507495,41019.348656943366
2015-09-28,38875.982681636204,31623.821501332593,39587.01929246061,54786.911078507495,41019.348656943366
2015-09-29,38598.19289730459,31623.821501332593,39304.14876950457,54786.911078507495,41019.348656943366
2015-09-30,39036.7275275957,31623.821501332593,38980.76160420467,54497.14910611915,41019.348656943366
2015-10-01,38949.26121787762,31623.821501332593,38893.42069262058,54375.04193104668,41019.348656943366
2015-10-02,38949.26121787762,31623.821501332593,38893.42069262058,54375.04193104668,41019.348656943366
2015-10-05,39222.15155385481,31623.821501332593,39440.09620612675,54593.449336637954,41019.348656943366
2015-10-06,38890.19719967911,31623.821501332593,39279.70607947149,54058.29290613272,41019.348656943366
2015-10-07,38697.48803479581,31623.821501332593,39085.06681558268,54058.29290613272,41019.348656943366
2015-10-08,38220.68958960823,31623.821501332593,38603.49294518143,53537.45834767456,41019.348656943366
2015-10-09,38220.68958960823,31623.821501332593,38603.49294518143,53537.45834767456,41019.348656943366
2015-10-12,38217.21724450383,31620.948480909577,38599.9858224377,53913.348851918076,41307.34857562215
2015-10-13,38027.36102916304,31463.86133441057,38408.22808210902,53645.51709682489,41102.14114735346
2015-10-14,37860.1818319919,31325.537166352813,38239.37448402188,53409.67600143044,40921.444333978485
2015-10-15,37852.504637708225,31319.185051195687,38231.620397987565,53398.845719074416,40913.14638443576
2015-10-16,37852.504637708225,31319.185051195687,38231.620397987565,53398.845719074416,40913.14638443576
2015-10-19,37699.280200920155,31192.407060252648,38076.861325660786,53398.845719074416,40913.14638443576
2015-10-20,37348.06749248248,30901.813454540927,37722.131009227196,53064.75360647612,40657.17157216117
2015-10-21,37179.89410733616,30762.666694755935,37552.27326577015,52836.63508707136,40482.39164477271
2015-10-22,36981.59243149633,30762.666694755935,37351.98547854032,52836.63508707136,40482.39164477271
2015-10-23,36981.59243149633,30762.666694755935,37351.98547854032,52836.63508707136,40482.39164477271
2015-10-26,37011.41325854162,30787.47276995823,37382.10497923022,52825.43795243016,40473.81262021716
2015-10-27,37038.585532901925,30810.075680339465,37409.54940037582,52864.22024056436,40503.52684737303
2015-10-28,37121.11092936845,30878.723380409578,37492.90133867157,52547.51094432258,40260.8704074451
2015-10-29,36599.27632412664,30444.64190972711,36965.84024379584,52041.994575704455,39873.553698432166
2015-10-30,36599.27632412664,30444.64190972711,36965.84024379584,52041.994575704455,39873.553698432166
2015-11-02,36683.1791338097,30514.435393439715,37050.58339093576,52041.994575704455,39873.553698432166
2015-11-03,36684.501773101845,30515.53561409076,37051.919277261506,51826.65854029171,39708.567459122154
2015-11-04,36341.246543894,30230.00312311128,36705.22613903188,51576.389942752285,39516.81657708202
2015-11-05,36095.652004218726,30025.70843298734,36457.17182129118,51227.83613817095,39249.761500560126
2015-11-06,36095.652004218726,30025.70843298734,36457.17182129118,51227.83613817095,39249.761500560126
2015-11-09,36122.34000054728,30047.908502855265,36484.12711406723,51227.83613817095,39249.761500560126
2015-11-10,35637.432741228804,29644.544574600583,35994.36321485026,50945.063891839396,39033.10696146236
2015-11-11,35477.846420731825,29511.794726264958,35833.17854069599,50716.92918435311,38858.31463108391
2015-11-12,35342.95199089393,29399.584512716985,35696.93306144102,50737.547859509235,38874.112254863154
2015-11-13,35342.95199089393,29399.584512716985,35696.93306144102,50737.547859509235,38874.112254863154
2015-11-16,35475.269128018575,29509.650838143876,35830.57543483521,50927.49936891412,39019.649369112994
2015-11-17,35996.35164313625,29943.10669223463,36356.87690694867,51706.60104669997,39616.58176647802
2015-11-18,36179.739161199235,30095.655263651617,36542.101162078376,51970.02622176866,39818.412959714486
2015-11-19,35778.49029260856,29761.881502314336,36136.83354304218,51819.294014431696,39702.924904109874
2015-11-20,35778.49029260856,29761.881502314336,36136.83354304218,51819.294014431696,39702.924904109874
2015-11-23,35750.74701469343,29738.80360989788,36108.8123993953,51779.11241192552,39672.13854977657
2015-11-24,35475.84204361995,29510.127410690668,35831.15408853333,51248.22971340619,39265.38665720286
2015-11-25,35165.94784678958,29252.345869633693,35518.15611362639,51127.28870810265,39172.72403524477
2015-11-27,35165.94784678958,29252.345869633693,35518.15611362639,51127.28870810265,39172.72403524477
2015-11-30,35278.28410340876,28615.61452570117,35571.631860767026,51127.28870810265,38748.86874287899
2015-12-01,34986.256325523085,28378.73922025042,35277.175798856035,50704.06550181004,38428.112041634755
2015-12-02,34797.10862508426,28225.31402336968,35086.455287971825,50429.941934448805,38220.356488789905
2015-12-03,34633.94305981636,28092.96396615351,34921.932960212034,50193.47314990645,38041.1391251168
2015-12-04,34633.94305981636,28092.96396615351,34921.932960212034,50193.47314990645,38041.1391251168
2015-12-07,34633.94305981636,28092.96396615351,34921.932960212034,50193.47314990645,38041.1391251168
2015-12-08,34212.09748131834,27750.788297170104,34496.57963020204,49582.11062958419,37577.79349007771
2015-12-09,33650.9378261601,27295.609458757375,33930.753792134274,49049.68757202119,37174.275296672684
2015-12-10,33543.76964531583,27295.609458757375,34020.30037024182,49140.8765188536,37174.275296672684
2015-12-11,33543.76964531583,27295.609458757375,34020.30037024182,49140.8765188536,37174.275296672684
2015-12-14,34707.03197100224,28242.19222139139,35200.08827564689,50617.40056757531,38291.24176853201
2015-12-15,34737.84269798237,28242.19222139139,35098.95360543553,50662.33552227367,38291.24176853201
2015-12-16,34737.84269798237,28242.19222139139,35098.95360543553,50662.33552227367,38291.24176853201
2015-12-17,34737.84269798237,28242.19222139139,35098.95360543553,50662.33552227367,38291.24176853201
2015-12-18,34737.84269798237,28242.19222139139,35098.95360543553,50662.33552227367,38291.24176853201
2015-12-21,34462.73678474787,28242.19222139139,34820.98787886035,50261.11578615985,38291.24176853201
2015-12-22,34539.693025120025,28305.25781443471,34898.74410379219,50373.350241942375,38376.7471659731
2015-12-23,34442.03008328747,28225.22309190617,34800.06592466191,50427.72564524907,38418.17286219395
2015-12-24,34442.03008328747,28225.22309190617,34800.06592466191,50427.72564524907,38418.17286219395
2015-12-28,34156.9180340391,27762.646126621803,34519.411080349586,50427.72564524907,37908.29351860185
2015-12-29,34156.9180340391,27762.646126621803,34519.411080349586,50427.72564524907,37908.29351860185
2015-12-30,34222.19073995557,28192.16091387097,34504.75414801307,50524.091309820986,38543.597092706645
2015-12-31,34222.19073995557,27787.2093444474,34504.75414801307,50524.091309820986,38244.06801430607
2016-01-04,33997.53596821413,27604.797609908142,34278.244462352704,50332.27187189966,38098.87083331484
2016-01-05,33874.40311221605,27504.818082799626,34154.09493153977,49855.753426076655,37738.17154353693
2016-01-06,34120.76918764823,27704.858628579503,34402.49518527551,50218.35070251006,38012.638526360744
2016-01-07,34208.27789359588,27704.858628579503,34830.59771753282,50347.14448381768,38012.638526360744
2016-01-08,34208.27789359588,27704.858628579503,34830.59771753282,50347.14448381768,38012.638526360744
2016-01-11,34442.76665560264,27704.858628579503,35598.25711336336,50692.26093830006,38012.638526360744
2016-01-12,34247.07785603352,27704.858628579503,35396.00332025427,50404.249589222,38012.638526360744
2016-01-13,33995.35361142197,27704.858628579503,35135.83419763556,50404.249589222,38012.638526360744
2016-01-14,33894.77815818658,27704.858628579503,35031.88462589045,50255.12832090484,38012.638526360744
2016-01-15,33894.77815818658,27704.858628579503,35031.88462589045,50255.12832090484,38012.638526360744
2016-01-19,33894.77815818658,27704.858628579503,35031.88462589045,50255.12832090484,38012.638526360744
