,CAGR,Vol,Sharpe,Sortino,MaxDD,Calmar,ProfitFactor,WinRate_d,N_days,NetProfit_EUR,EndBalance_EUR,avg_leverage
C5-IV-SPX,0.11940465547510715,0.14462429251781808,0.8527387071502496,0.9832947905561887,-0.29482755043508335,0.4049982957796825,1.1852992021666984,0.5450436878577885,3319.0,341765.0208145722,441765.0208145722,2.455663363915702
VMG-SPX,0.13095700126240506,0.15986722524912503,0.850215471680586,1.092386987479,-0.2291922507152383,0.5713849436607419,1.1568244137789794,0.5495739736638265,2582.0,252866.45162789035,352866.45162789035,1.281453085005309
C4-IV-SPX,0.1290291498974805,0.14835161301427818,0.8928607557035348,1.0217567664741933,-0.3302056936466289,0.3907538615477709,1.1955727596116188,0.5456462789996988,3319.0,394493.23432777065,494493.23432777065,2.315687330146572
C5-EW-SPX,0.12057238494174882,0.15791102004463056,0.8004559842411907,0.9841730482307723,-0.23944501533980134,0.503549362974385,1.1517192738780944,0.5471866626972314,3359.0,356039.73540334747,456039.73540334747,2.031739907365601
C4-EW-SPX,0.11985264136269591,0.16054700166950092,0.7860553125746109,0.9536479558025343,-0.2632094642777798,0.4553508046967819,1.1488871478351885,0.547484370348318,3359.0,352150.7959903598,452150.7959903598,1.8651160853385715
C2-EW-SPX,0.12193819280818707,0.15719414652428765,0.8110153896530844,1.0508231909207393,-0.23526869577908505,0.5182933173680098,1.1475412435124814,0.5421256326287586,3359.0,363504.7009297523,463504.7009297523,1.5327291075799103
C6-EW-SPX,0.11511545490287856,0.15531594247909297,0.779680486520581,0.9793504961766402,-0.25804988935433526,0.44609767200795203,1.1459271240374909,0.5480797856504912,3359.0,327310.2942916807,427310.2942916807,2.2383212573897677
C3-EW-SPX,0.11606041963591474,0.15810230912881937,0.774149962944153,0.9718848405477637,-0.263345148222039,0.440715997311857,1.141784396371405,0.5471866626972314,3359.0,332162.2707936567,432162.2707936567,1.5165762585880382
BH-SPX,0.12564332073418583,0.16342825966177535,0.8064770089743303,1.004590904258812,-0.2509949293603374,0.5005811115562726,1.152627610687369,0.5477820779994046,3359.0,384328.48411508295,484328.48411508295,1.208326590251405
