market,strategy,CAGR,Vol,Sharpe,Sortino,MaxDD,Calmar
SPX,Buy&Hold,0.13327922523713154,0.16860637373276313,0.8267868976238127,1.0104913259358204,-0.33971831651442563,0.39232275316974863
SPX,VM[log-HAR],0.12215557353373963,0.14763945387907268,0.8548171657413263,1.1005668609994295,-0.253479077713457,0.4819158040011066
SPX,VM[HAR-IV],0.12351067734746701,0.14564225471481304,0.8727705222722739,1.1374233523943937,-0.2535696979357883,0.48708768576418676
NDX,Buy&Hold,0.19545489338784927,0.20986835789124247,0.9561049892802496,1.2229455000371474,-0.3555584918000333,0.5497123480256335
NDX,VM[log-HAR],0.19408561334275976,0.18867025350865935,1.0349547398020003,1.3914323795212176,-0.3723555577524169,0.5212373208937284
NDX,VM[HAR-IV],0.19185031331984037,0.18503082801906895,1.04146544421716,1.4096817394506478,-0.3719494578270839,0.5157967279764928
