date,time,volume
2026-06-25,11:20,438640
2026-06-25,11:25,318833
2026-06-25,11:30,363481
2026-06-25,11:35,262389
2026-06-25,11:40,243193
2026-06-25,11:45,353941
2026-06-25,11:50,350497
2026-06-25,11:55,312731
2026-06-25,12:00,419773
2026-06-25,12:05,313185
2026-06-25,12:10,275271
2026-06-25,12:15,459374
2026-06-25,12:20,231278
2026-06-25,12:25,145748
2026-06-25,12:30,270861
2026-06-25,12:35,236045
2026-06-25,12:40,307419
2026-06-25,12:45,483054
2026-06-25,12:50,185405
2026-06-25,12:55,263554
2026-06-25,13:00,272270
2026-06-25,13:05,170339
2026-06-25,13:10,300186
2026-06-25,13:15,303872
2026-06-25,13:20,265270
2026-06-25,13:25,176168
2026-06-25,13:30,473496
2026-06-25,13:35,221327
2026-06-25,13:40,280614
2026-06-25,13:45,272022
2026-06-25,13:50,1049173
2026-06-25,13:55,277407
2026-06-25,14:00,684404
2026-06-25,14:05,389947
2026-06-25,14:10,290147
2026-06-25,14:15,423139
2026-06-25,14:20,545511
2026-06-25,14:25,503430
2026-06-25,14:30,487104
2026-06-25,14:35,429100
2026-06-25,14:40,240605
2026-06-25,14:45,472887
2026-06-25,14:50,225129
2026-06-25,14:55,557703
2026-06-25,15:00,278761
2026-06-25,15:05,637429
2026-06-25,15:10,802619
2026-06-25,15:15,600012
2026-06-25,15:20,473041
2026-06-25,15:25,639433
2026-06-25,15:30,613613
2026-06-25,15:35,1177683
2026-06-25,15:40,706812
2026-06-25,15:45,1173970
2026-06-25,15:50,1067447
2026-06-25,15:55,3008874
2026-06-26,09:30,2579437
2026-06-26,09:35,774922
2026-06-26,09:40,583008
2026-06-26,09:45,691468
2026-06-26,09:50,529081
2026-06-26,09:55,791514
2026-06-26,10:00,962854
2026-06-26,10:05,670601
2026-06-26,10:10,636854
2026-06-26,10:15,625122
2026-06-26,10:20,590355
2026-06-26,10:25,418348
2026-06-26,10:30,437501
2026-06-26,10:35,490183
2026-06-26,10:40,719234
2026-06-26,10:45,328567
2026-06-26,10:50,324677
2026-06-26,10:55,330085
2026-06-26,11:00,275083
2026-06-26,11:05,311474
2026-06-26,11:10,325345
2026-06-26,11:15,422362
2026-06-26,11:20,459844
2026-06-26,11:25,572714
2026-06-26,11:30,485293
2026-06-26,11:35,459799
2026-06-26,11:40,1067168
2026-06-26,11:45,299213
2026-06-26,11:50,702130
2026-06-26,11:55,411465
2026-06-26,12:00,307618
2026-06-26,12:05,493308
2026-06-26,12:10,298964
2026-06-26,12:15,378112
2026-06-26,12:20,683169
2026-06-26,12:25,248333
2026-06-26,12:30,399655
2026-06-26,12:35,387603
2026-06-26,12:40,282984
2026-06-26,12:45,242152
2026-06-26,12:50,308567
2026-06-26,12:55,553633
2026-06-26,13:00,1072586
2026-06-26,13:05,503894
2026-06-26,13:10,269283
2026-06-26,13:15,312733
2026-06-26,13:20,254430
2026-06-26,13:25,299790
2026-06-26,13:30,607375
2026-06-26,13:35,210745
2026-06-26,13:40,256537
2026-06-26,13:45,308354
2026-06-26,13:50,490773
2026-06-26,13:55,257240
2026-06-26,14:00,425897
2026-06-26,14:05,414628
2026-06-26,14:10,410104
2026-06-26,14:15,401311
2026-06-26,14:20,362582
2026-06-26,14:25,523588
2026-06-26,14:30,500496
2026-06-26,14:35,653782
2026-06-26,14:40,275589
2026-06-26,14:45,1343333
2026-06-26,14:50,705681
2026-06-26,14:55,642203
2026-06-26,15:00,747871
2026-06-26,15:05,584108
2026-06-26,15:10,743956
2026-06-26,15:15,904491
2026-06-26,15:20,666454
2026-06-26,15:25,457110
2026-06-26,15:30,779885
2026-06-26,15:35,923723
2026-06-26,15:40,602325
2026-06-26,15:45,1278652
2026-06-26,15:50,1508906
2026-06-26,15:55,6846621
2026-06-29,09:30,2570080
2026-06-29,09:35,804156
2026-06-29,09:40,641410
2026-06-29,09:45,956993
2026-06-29,09:50,575442
2026-06-29,09:55,891566
2026-06-29,10:00,956842
2026-06-29,10:05,781976
2026-06-29,10:10,880684
2026-06-29,10:15,1327368
2026-06-29,10:20,806300
2026-06-29,10:25,972450
2026-06-29,10:30,811881
2026-06-29,10:35,585582
2026-06-29,10:40,444038
2026-06-29,10:45,868092
2026-06-29,10:50,573435
2026-06-29,10:55,400504
2026-06-29,11:00,481912
2026-06-29,11:05,272363
2026-06-29,11:10,372214
2026-06-29,11:15,308183
2026-06-29,11:20,432927
2026-06-29,11:25,252935
2026-06-29,11:30,531255
2026-06-29,11:35,319713
2026-06-29,11:40,290035
2026-06-29,11:45,474121
2026-06-29,11:50,201728
2026-06-29,11:55,241579
2026-06-29,12:00,582153
2026-06-29,12:05,480507
2026-06-29,12:10,184103
2026-06-29,12:15,1903895
2026-06-29,12:20,192392
2026-06-29,12:25,278007
2026-06-29,12:30,245356
2026-06-29,12:35,262037
2026-06-29,12:40,149573
2026-06-29,12:45,163806
2026-06-29,12:50,255152
2026-06-29,12:55,756865
2026-06-29,13:00,156207
2026-06-29,13:05,188961
2026-06-29,13:10,554729
2026-06-29,13:15,250101
2026-06-29,13:20,443003
2026-06-29,13:25,346510
2026-06-29,13:30,280931
2026-06-29,13:35,197183
2026-06-29,13:40,136083
2026-06-29,13:45,177140
2026-06-29,13:50,179744
2026-06-29,13:55,184755
2026-06-29,14:00,290116
2026-06-29,14:05,523343
2026-06-29,14:10,709069
2026-06-29,14:15,298207
2026-06-29,14:20,263078
2026-06-29,14:25,514123
2026-06-29,14:30,309890
2026-06-29,14:35,295728
2026-06-29,14:40,290475
2026-06-29,14:45,308883
2026-06-29,14:50,334165
2026-06-29,14:55,428554
2026-06-29,15:00,1115678
2026-06-29,15:05,336859
2026-06-29,15:10,989256
2026-06-29,15:15,812481
2026-06-29,15:20,420945
2026-06-29,15:25,591095
2026-06-29,15:30,535172
2026-06-29,15:35,571833
2026-06-29,15:40,1205474
2026-06-29,15:45,923273
2026-06-29,15:50,2384337
2026-06-29,15:55,4054970
2026-06-30,09:30,1787543
2026-06-30,09:35,778822
2026-06-30,09:40,910901
2026-06-30,09:45,592726
2026-06-30,09:50,1009884
2026-06-30,09:55,547698
2026-06-30,10:00,3100579
2026-06-30,10:05,369176
2026-06-30,10:10,418594
2026-06-30,10:15,298480
2026-06-30,10:20,299097
2026-06-30,10:25,237314
2026-06-30,10:30,434445
2026-06-30,10:35,625219
2026-06-30,10:40,334239
2026-06-30,10:45,317645
2026-06-30,10:50,341395
2026-06-30,10:55,263306
2026-06-30,11:00,269756
2026-06-30,11:05,284409
2026-06-30,11:10,466836
2026-06-30,11:15,225849
2026-06-30,11:20,346595
2026-06-30,11:25,317186
2026-06-30,11:30,457431
2026-06-30,11:35,262459
2026-06-30,11:40,194669
2026-06-30,11:45,244820
2026-06-30,11:50,221972
2026-06-30,11:55,353269
2026-06-30,12:00,391433
2026-06-30,12:05,333250
2026-06-30,12:10,226252
2026-06-30,12:15,380723
2026-06-30,12:20,239427
2026-06-30,12:25,366476
2026-06-30,12:30,298510
2026-06-30,12:35,185406
2026-06-30,12:40,293982
2026-06-30,12:45,282884
2026-06-30,12:50,406701
2026-06-30,12:55,231170
2026-06-30,13:00,222298
2026-06-30,13:05,192471
2026-06-30,13:10,176597
2026-06-30,13:15,442476
2026-06-30,13:20,203658
2026-06-30,13:25,222828
2026-06-30,13:30,206833
2026-06-30,13:35,430786
2026-06-30,13:40,313834
2026-06-30,13:45,275184
2026-06-30,13:50,188357
2026-06-30,13:55,171685
2026-06-30,14:00,283412
2026-06-30,14:05,284579
2026-06-30,14:10,225522
2026-06-30,14:15,236989
2026-06-30,14:20,364063
2026-06-30,14:25,207765
2026-06-30,14:30,299568
2026-06-30,14:35,240346
2026-06-30,14:40,299062
2026-06-30,14:45,407624
2026-06-30,14:50,358764
2026-06-30,14:55,363398
2026-06-30,15:00,336809
2026-06-30,15:05,375077
2026-06-30,15:10,470204
2026-06-30,15:15,660814
2026-06-30,15:20,1152773
2026-06-30,15:25,952990
2026-06-30,15:30,683924
2026-06-30,15:35,706926
2026-06-30,15:40,732755
2026-06-30,15:45,885649
2026-06-30,15:50,1610289
2026-06-30,15:55,8282003
2026-07-01,09:30,2388004
2026-07-01,09:35,912760
2026-07-01,09:40,1153801
2026-07-01,09:45,913819
2026-07-01,09:50,846149
2026-07-01,09:55,828006
2026-07-01,10:00,483830
2026-07-01,10:05,543302
2026-07-01,10:10,628072
2026-07-01,10:15,750140
2026-07-01,10:20,454617
2026-07-01,10:25,300827
2026-07-01,10:30,419233
2026-07-01,10:35,487713
2026-07-01,10:40,546225
2026-07-01,10:45,481804
2026-07-01,10:50,379682
2026-07-01,10:55,306704
2026-07-01,11:00,506271
2026-07-01,11:05,718027
2026-07-01,11:10,407140
2026-07-01,11:15,573080
2026-07-01,11:20,527674
2026-07-01,11:25,768037
2026-07-01,11:30,320244
2026-07-01,11:35,360520
2026-07-01,11:40,248668
2026-07-01,11:45,336484
2026-07-01,11:50,193883
2026-07-01,11:55,286282
2026-07-01,12:00,262549
2026-07-01,12:05,152324
2026-07-01,12:10,177492
2026-07-01,12:15,385667
2026-07-01,12:20,236481
2026-07-01,12:25,204706
2026-07-01,12:30,137705
2026-07-01,12:35,250109
2026-07-01,12:40,295509
2026-07-01,12:45,283186
2026-07-01,12:50,313846
2026-07-01,12:55,318935
2026-07-01,13:00,250031
2026-07-01,13:05,456779
2026-07-01,13:10,178588
2026-07-01,13:15,321515
2026-07-01,13:20,179773
2026-07-01,13:25,271513
2026-07-01,13:30,210559
2026-07-01,13:35,218628
2026-07-01,13:40,119831
2026-07-01,13:45,225530
2026-07-01,13:50,184187
2026-07-01,13:55,234030
2026-07-01,14:00,420904
2026-07-01,14:05,194348
2026-07-01,14:10,184084
2026-07-01,14:15,339707
2026-07-01,14:20,338516
2026-07-01,14:25,204926
2026-07-01,14:30,233101
2026-07-01,14:35,212911
2026-07-01,14:40,232956
2026-07-01,14:45,372970
2026-07-01,14:50,435589
2026-07-01,14:55,284593
2026-07-01,15:00,441118
2026-07-01,15:05,412872
2026-07-01,15:10,441600
2026-07-01,15:15,225077
2026-07-01,15:20,254844
2026-07-01,15:25,601085
2026-07-01,15:30,546729
2026-07-01,15:35,426906
2026-07-01,15:40,953912
2026-07-01,15:45,673954
2026-07-01,15:50,1424220
2026-07-01,15:55,4176329
2026-07-02,09:30,2508520
2026-07-02,09:35,539873
2026-07-02,09:40,706026
2026-07-02,09:45,474360
2026-07-02,09:50,707106
2026-07-02,09:55,435326
2026-07-02,10:00,387736
2026-07-02,10:05,505269
2026-07-02,10:10,578904
2026-07-02,10:15,390691
2026-07-02,10:20,628550
2026-07-02,10:25,986129
2026-07-02,10:30,701328
2026-07-02,10:35,417189
2026-07-02,10:40,636437
2026-07-02,10:45,489508
2026-07-02,10:50,459111
2026-07-02,10:55,266821
2026-07-02,11:00,526444
2026-07-02,11:05,915252
2026-07-02,11:10,405388
2026-07-02,11:15,523939
2026-07-02,11:20,448169
2026-07-02,11:25,406656
2026-07-02,11:30,379207
2026-07-02,11:35,483631
2026-07-02,11:40,348866
2026-07-02,11:45,166238
2026-07-02,11:50,311294
2026-07-02,11:55,324263
2026-07-02,12:00,728464
2026-07-02,12:05,193043
2026-07-02,12:10,211939
2026-07-02,12:15,219089
2026-07-02,12:20,333837
2026-07-02,12:25,266933
2026-07-02,12:30,734008
2026-07-02,12:35,479644
2026-07-02,12:40,523397
2026-07-02,12:45,241683
2026-07-02,12:50,289710
2026-07-02,12:55,340170
2026-07-02,13:00,475859
2026-07-02,13:05,513056
2026-07-02,13:10,340622
2026-07-02,13:15,1007248
2026-07-02,13:20,859947
2026-07-02,13:25,688107
2026-07-02,13:30,263261
2026-07-02,13:35,513240
2026-07-02,13:40,259671
2026-07-02,13:45,336425
2026-07-02,13:50,255859
2026-07-02,13:55,476222
2026-07-02,14:00,462007
2026-07-02,14:05,548620
2026-07-02,14:10,287109
2026-07-02,14:15,302712
2026-07-02,14:20,218599
2026-07-02,14:25,224082
2026-07-02,14:30,397918
2026-07-02,14:35,263336
2026-07-02,14:40,239079
2026-07-02,14:45,345624
2026-07-02,14:50,510746
2026-07-02,14:55,223207
2026-07-02,15:00,316834
2026-07-02,15:05,465790
2026-07-02,15:10,272595
2026-07-02,15:15,286971
2026-07-02,15:20,728011
2026-07-02,15:25,628453
2026-07-02,15:30,484616
2026-07-02,15:35,464160
2026-07-02,15:40,614894
2026-07-02,15:45,899053
2026-07-02,15:50,2388157
2026-07-02,15:55,5949984
2026-07-06,09:30,1901032
2026-07-06,09:35,667148
2026-07-06,09:40,683589
2026-07-06,09:45,796538
2026-07-06,09:50,807576
2026-07-06,09:55,440195
2026-07-06,10:00,369303
2026-07-06,10:05,335369
2026-07-06,10:10,432665
2026-07-06,10:15,1553172
2026-07-06,10:20,813372
2026-07-06,10:25,702714
2026-07-06,10:30,539237
2026-07-06,10:35,459219
2026-07-06,10:40,356776
2026-07-06,10:45,259281
2026-07-06,10:50,439754
2026-07-06,10:55,387027
2026-07-06,11:00,407756
2026-07-06,11:05,308518
2026-07-06,11:10,427011
2026-07-06,11:15,275695
2026-07-06,11:20,369123
2026-07-06,11:25,777787
2026-07-06,11:30,388160
2026-07-06,11:35,324331
2026-07-06,11:40,309989
2026-07-06,11:45,318060
2026-07-06,11:50,351942
2026-07-06,11:55,307064
2026-07-06,12:00,196362
2026-07-06,12:05,335347
2026-07-06,12:10,410148
2026-07-06,12:15,337273
2026-07-06,12:20,285370
2026-07-06,12:25,293745
2026-07-06,12:30,394515
2026-07-06,12:35,268717
2026-07-06,12:40,181265
2026-07-06,12:45,320021
2026-07-06,12:50,233763
2026-07-06,12:55,451795
2026-07-06,13:00,268503
2026-07-06,13:05,455392
2026-07-06,13:10,222312
2026-07-06,13:15,560672
2026-07-06,13:20,202340
2026-07-06,13:25,447552
2026-07-06,13:30,315372
2026-07-06,13:35,218173
2026-07-06,13:40,478553
2026-07-06,13:45,178229
2026-07-06,13:50,190389
2026-07-06,13:55,164282
2026-07-06,14:00,376150
2026-07-06,14:05,408703
2026-07-06,14:10,322665
2026-07-06,14:15,357395
2026-07-06,14:20,296442
2026-07-06,14:25,264314
2026-07-06,14:30,328390
2026-07-06,14:35,622291
2026-07-06,14:40,235840
2026-07-06,14:45,260397
2026-07-06,14:50,269865
2026-07-06,14:55,393445
2026-07-06,15:00,344140
2026-07-06,15:05,831736
2026-07-06,15:10,365360
2026-07-06,15:15,876464
2026-07-06,15:20,684081
2026-07-06,15:25,548469
2026-07-06,15:30,632983
2026-07-06,15:35,1458343
2026-07-06,15:40,444293
2026-07-06,15:45,925725
2026-07-06,15:50,2227157
2026-07-06,15:55,5168682
2026-07-07,09:30,2008176
2026-07-07,09:35,633195
2026-07-07,09:40,682340
2026-07-07,09:45,622507
2026-07-07,09:50,580944
2026-07-07,09:55,750127
2026-07-07,10:00,448314
2026-07-07,10:05,383710
2026-07-07,10:10,777076
2026-07-07,10:15,743850
2026-07-07,10:20,421552
2026-07-07,10:25,838358
2026-07-07,10:30,687134
2026-07-07,10:35,632548
2026-07-07,10:40,775993
2026-07-07,10:45,496856
2026-07-07,10:50,490024
2026-07-07,10:55,408609
2026-07-07,11:00,482982
2026-07-07,11:05,335094
2026-07-07,11:10,364875
2026-07-07,11:15,299834
2026-07-07,11:20,230533
2026-07-07,11:25,232311
2026-07-07,11:30,224539
2026-07-07,11:35,245432
2026-07-07,11:40,259401
2026-07-07,11:45,517932
2026-07-07,11:50,325676
2026-07-07,11:55,262281
2026-07-07,12:00,332994
2026-07-07,12:05,345258
2026-07-07,12:10,270305
2026-07-07,12:15,394558
2026-07-07,12:20,533271
2026-07-07,12:25,366371
2026-07-07,12:30,424389
2026-07-07,12:35,223593
2026-07-07,12:40,406224
2026-07-07,12:45,443469
2026-07-07,12:50,288795
2026-07-07,12:55,323810
2026-07-07,13:00,201021
2026-07-07,13:05,490250
2026-07-07,13:10,190037
2026-07-07,13:15,235662
2026-07-07,13:20,235895
2026-07-07,13:25,228833
2026-07-07,13:30,221909
2026-07-07,13:35,250926
2026-07-07,13:40,198795
2026-07-07,13:45,311444
2026-07-07,13:50,160103
2026-07-07,13:55,190357
2026-07-07,14:00,305510
2026-07-07,14:05,178724
2026-07-07,14:10,346659
2026-07-07,14:15,406214
2026-07-07,14:20,214625
2026-07-07,14:25,189553
2026-07-07,14:30,418308
2026-07-07,14:35,257120
2026-07-07,14:40,408160
2026-07-07,14:45,446637
2026-07-07,14:50,633556
2026-07-07,14:55,505309
2026-07-07,15:00,878388
2026-07-07,15:05,701270
2026-07-07,15:10,770342
2026-07-07,15:15,943688
2026-07-07,15:20,564601
2026-07-07,15:25,460710
2026-07-07,15:30,606140
2026-07-07,15:35,525934
2026-07-07,15:40,704955
2026-07-07,15:45,990271
2026-07-07,15:50,1271051
2026-07-07,15:55,2942974
2026-07-08,09:30,3113957
2026-07-08,09:35,835165
2026-07-08,09:40,603095
2026-07-08,09:45,1008334
2026-07-08,09:50,589677
2026-07-08,09:55,703915
2026-07-08,10:00,549242
2026-07-08,10:05,556244
2026-07-08,10:10,595716
2026-07-08,10:15,578912
2026-07-08,10:20,632267
2026-07-08,10:25,468132
2026-07-08,10:30,478327
2026-07-08,10:35,580585
2026-07-08,10:40,505123
2026-07-08,10:45,582546
2026-07-08,10:50,812582
2026-07-08,10:55,325792
2026-07-08,11:00,235469
2026-07-08,11:05,342367
2026-07-08,11:10,351963
2026-07-08,11:15,597418
2026-07-08,11:20,560931
2026-07-08,11:25,698137
2026-07-08,11:30,572448
2026-07-08,11:35,396502
2026-07-08,11:40,232555
2026-07-08,11:45,290627
2026-07-08,11:50,476006
2026-07-08,11:55,430967
2026-07-08,12:00,390387
2026-07-08,12:05,322584
2026-07-08,12:10,348047
2026-07-08,12:15,437682
2026-07-08,12:20,400624
2026-07-08,12:25,264525
2026-07-08,12:30,328898
2026-07-08,12:35,507501
2026-07-08,12:40,431671
2026-07-08,12:45,417133
2026-07-08,12:50,366260
2026-07-08,12:55,300279
2026-07-08,13:00,322369
2026-07-08,13:05,309047
2026-07-08,13:10,352487
2026-07-08,13:15,277739
2026-07-08,13:20,352432
2026-07-08,13:25,256535
2026-07-08,13:30,313575
2026-07-08,13:35,362237
2026-07-08,13:40,349507
2026-07-08,13:45,303764
2026-07-08,13:50,208058
2026-07-08,13:55,250451
2026-07-08,14:00,653580
2026-07-08,14:05,222634
2026-07-08,14:10,287744
2026-07-08,14:15,283448
2026-07-08,14:20,191908
2026-07-08,14:25,230637
2026-07-08,14:30,263695
2026-07-08,14:35,268681
2026-07-08,14:40,214897
2026-07-08,14:45,189434
2026-07-08,14:50,389759
2026-07-08,14:55,201555
2026-07-08,15:00,362839
2026-07-08,15:05,240649
2026-07-08,15:10,327549
2026-07-08,15:15,251633
2026-07-08,15:20,241820
2026-07-08,15:25,251953
2026-07-08,15:30,277760
2026-07-08,15:35,365064
2026-07-08,15:40,385543
2026-07-08,15:45,850847
2026-07-08,15:50,851758
2026-07-08,15:55,3054338
2026-07-09,09:30,2486544
2026-07-09,09:35,704785
2026-07-09,09:40,461671
2026-07-09,09:45,475555
2026-07-09,09:50,1449695
2026-07-09,09:55,457388
2026-07-09,10:00,329240
2026-07-09,10:05,423110
2026-07-09,10:10,471240
2026-07-09,10:15,1456170
2026-07-09,10:20,703987
2026-07-09,10:25,697765
2026-07-09,10:30,225965
2026-07-09,10:35,212739
2026-07-09,10:40,192076
2026-07-09,10:45,226563
2026-07-09,10:50,411178
2026-07-09,10:55,314693
2026-07-09,11:00,297352
2026-07-09,11:05,369154
2026-07-09,11:10,293939
2026-07-09,11:15,316150
2026-07-09,11:20,215873
2026-07-09,11:25,324864
2026-07-09,11:30,215318
2026-07-09,11:35,182820
2026-07-09,11:40,263604
2026-07-09,11:45,163099
2026-07-09,11:50,185723
2026-07-09,11:55,193083
2026-07-09,12:00,258866
2026-07-09,12:05,225574
2026-07-09,12:10,183901
2026-07-09,12:15,201571
2026-07-09,12:20,280654
2026-07-09,12:25,1491905
2026-07-09,12:30,266054
2026-07-09,12:35,279523
2026-07-09,12:40,183015
2026-07-09,12:45,181236
2026-07-09,12:50,200371
2026-07-09,12:55,663809
2026-07-09,13:00,174654
2026-07-09,13:05,304715
2026-07-09,13:10,246238
2026-07-09,13:15,168952
2026-07-09,13:20,250581
2026-07-09,13:25,244090
2026-07-09,13:30,300959
2026-07-09,13:35,211758
2026-07-09,13:40,182383
2026-07-09,13:45,272284
2026-07-09,13:50,235938
2026-07-09,13:55,322261
2026-07-09,14:00,292088
2026-07-09,14:05,288164
2026-07-09,14:10,243271
2026-07-09,14:15,219393
2026-07-09,14:20,317386
2026-07-09,14:25,309616
2026-07-09,14:30,282941
2026-07-09,14:35,293451
2026-07-09,14:40,488916
2026-07-09,14:45,354478
2026-07-09,14:50,515492
2026-07-09,14:55,382493
2026-07-09,15:00,407176
2026-07-09,15:05,307281
2026-07-09,15:10,296623
2026-07-09,15:15,386727
2026-07-09,15:20,370584
2026-07-09,15:25,305276
2026-07-09,15:30,435133
2026-07-09,15:35,338426
2026-07-09,15:40,423006
2026-07-09,15:45,666632
2026-07-09,15:50,1824225
2026-07-09,15:55,2520041
2026-07-10,09:30,1607405
2026-07-10,09:35,391046
2026-07-10,09:40,489799
2026-07-10,09:45,343826
2026-07-10,09:50,401390
2026-07-10,09:55,375957
2026-07-10,10:00,310003
2026-07-10,10:05,308962
2026-07-10,10:10,286316
2026-07-10,10:15,339067
2026-07-10,10:20,338961
2026-07-10,10:25,362496
2026-07-10,10:30,2744953
2026-07-10,10:35,744224
2026-07-10,10:40,463649
2026-07-10,10:45,210520
2026-07-10,10:50,342414
2026-07-10,10:55,342347
2026-07-10,11:00,290927
2026-07-10,11:05,223687
2026-07-10,11:10,156974
2026-07-10,11:15,338334
2026-07-10,11:20,208873
2026-07-10,11:25,311585
2026-07-10,11:30,313342
2026-07-10,11:35,244694
2026-07-10,11:40,330081
2026-07-10,11:45,518279
2026-07-10,11:50,152020
2026-07-10,11:55,159677
2026-07-10,12:00,253414
2026-07-10,12:05,205122
2026-07-10,12:10,184791
2026-07-10,12:15,367214
2026-07-10,12:20,240851
2026-07-10,12:25,209731
2026-07-10,12:30,313520
2026-07-10,12:35,245833
2026-07-10,12:40,180911
2026-07-10,12:45,342896
2026-07-10,12:50,448965
2026-07-10,12:55,211146
2026-07-10,13:00,181495
2026-07-10,13:05,134399
2026-07-10,13:10,139771
2026-07-10,13:15,2138956
2026-07-10,13:20,145929
2026-07-10,13:25,192008
2026-07-10,13:30,222825
2026-07-10,13:35,309887
2026-07-10,13:40,225041
2026-07-10,13:45,169081
2026-07-10,13:50,161166
2026-07-10,13:55,200422
2026-07-10,14:00,453796
2026-07-10,14:05,267686
2026-07-10,14:10,309509
2026-07-10,14:15,219111
2026-07-10,14:20,245144
2026-07-10,14:25,380133
2026-07-10,14:30,230429
2026-07-10,14:35,196853
2026-07-10,14:40,246786
2026-07-10,14:45,214333
2026-07-10,14:50,210078
2026-07-10,14:55,284786
2026-07-10,15:00,1099158
2026-07-10,15:05,412594
2026-07-10,15:10,459634
2026-07-10,15:15,461031
2026-07-10,15:20,378636
2026-07-10,15:25,529890
2026-07-10,15:30,1047153
2026-07-10,15:35,578388
2026-07-10,15:40,688105
2026-07-10,15:45,1494252
2026-07-10,15:50,1727368
2026-07-10,15:55,2320555
2026-07-13,09:30,1766189
2026-07-13,09:35,739583
2026-07-13,09:40,670022
2026-07-13,09:45,459487
2026-07-13,09:50,627458
2026-07-13,09:55,402162
2026-07-13,10:00,610120
2026-07-13,10:05,377173
2026-07-13,10:10,302173
2026-07-13,10:15,1718968
2026-07-13,10:20,513811
2026-07-13,10:25,418865
2026-07-13,10:30,371113
2026-07-13,10:35,298941
2026-07-13,10:40,300779
2026-07-13,10:45,470823
2026-07-13,10:50,560864
2026-07-13,10:55,254720
2026-07-13,11:00,288482
2026-07-13,11:05,140544
2026-07-13,11:10,210377
2026-07-13,11:15,129290
2026-07-13,11:20,152214
2026-07-13,11:25,185614
2026-07-13,11:30,183639
2026-07-13,11:35,194743
2026-07-13,11:40,183891
2026-07-13,11:45,332289
2026-07-13,11:50,311812
2026-07-13,11:55,198778
2026-07-13,12:00,218598
2026-07-13,12:05,217999
2026-07-13,12:10,241111
2026-07-13,12:15,406017
2026-07-13,12:20,358544
2026-07-13,12:25,419345
2026-07-13,12:30,468099
2026-07-13,12:35,728131
2026-07-13,12:40,357078
2026-07-13,12:45,393010
2026-07-13,12:50,379829
2026-07-13,12:55,318317
2026-07-13,13:00,236198
2026-07-13,13:05,186998
2026-07-13,13:10,379093
2026-07-13,13:15,245888
2026-07-13,13:20,297597
2026-07-13,13:25,305821
2026-07-13,13:30,211126
2026-07-13,13:35,184001
2026-07-13,13:40,268269
2026-07-13,13:45,223742
2026-07-13,13:50,287485
2026-07-13,13:55,229884
2026-07-13,14:00,296300
2026-07-13,14:05,317834
2026-07-13,14:10,318911
2026-07-13,14:15,523341
2026-07-13,14:20,299846
2026-07-13,14:25,441428
2026-07-13,14:30,427713
2026-07-13,14:35,433754
2026-07-13,14:40,1249524
2026-07-13,14:45,716289
2026-07-13,14:50,277476
2026-07-13,14:55,362792
2026-07-13,15:00,325046
2026-07-13,15:05,269781
2026-07-13,15:10,431612
2026-07-13,15:15,857684
2026-07-13,15:20,590732
2026-07-13,15:25,772061
2026-07-13,15:30,809967
2026-07-13,15:35,643633
2026-07-13,15:40,799858
2026-07-13,15:45,1496325
2026-07-13,15:50,2128159
2026-07-13,15:55,3520350
2026-07-14,09:30,3082389
2026-07-14,09:35,746974
2026-07-14,09:40,446418
2026-07-14,09:45,519379
2026-07-14,09:50,506535
2026-07-14,09:55,382569
2026-07-14,10:00,444625
2026-07-14,10:05,382671
2026-07-14,10:10,400013
2026-07-14,10:15,554982
2026-07-14,10:20,391420
2026-07-14,10:25,376221
2026-07-14,10:30,1053181
2026-07-14,10:35,503256
2026-07-14,10:40,301720
2026-07-14,10:45,285252
2026-07-14,10:50,231046
2026-07-14,10:55,272376
2026-07-14,11:00,656361
2026-07-14,11:05,573488
2026-07-14,11:10,263606
2026-07-14,11:15,289094
2026-07-14,11:20,206966
2026-07-14,11:25,219382
2026-07-14,11:30,427144
2026-07-14,11:35,213412
2026-07-14,11:40,839263
2026-07-14,11:45,195864
2026-07-14,11:50,227158
2026-07-14,11:55,201199
2026-07-14,12:00,324296
2026-07-14,12:05,271227
2026-07-14,12:10,363862
2026-07-14,12:15,187051
2026-07-14,12:20,248993
2026-07-14,12:25,327748
2026-07-14,12:30,215746
2026-07-14,12:35,246418
2026-07-14,12:40,273026
2026-07-14,12:45,192444
2026-07-14,12:50,123836
2026-07-14,12:55,136622
2026-07-14,13:00,241857
2026-07-14,13:05,141361
2026-07-14,13:10,260806
2026-07-14,13:15,223187
2026-07-14,13:20,205631
2026-07-14,13:25,143521
2026-07-14,13:30,137820
2026-07-14,13:35,164530
2026-07-14,13:40,137379
2026-07-14,13:45,138101
2026-07-14,13:50,123216
2026-07-14,13:55,143473
2026-07-14,14:00,229483
2026-07-14,14:05,143498
2026-07-14,14:10,149750
2026-07-14,14:15,197275
2026-07-14,14:20,174450
2026-07-14,14:25,261376
2026-07-14,14:30,196639
2026-07-14,14:35,311116
2026-07-14,14:40,409466
2026-07-14,14:45,236819
2026-07-14,14:50,1189488
2026-07-14,14:55,211229
2026-07-14,15:00,388032
2026-07-14,15:05,342304
2026-07-14,15:10,312246
2026-07-14,15:15,802910
2026-07-14,15:20,245238
2026-07-14,15:25,263064
2026-07-14,15:30,538087
2026-07-14,15:35,423156
2026-07-14,15:40,365949
2026-07-14,15:45,576226
2026-07-14,15:50,1178683
2026-07-14,15:55,2436651
2026-07-15,09:30,1860971
2026-07-15,09:35,635841
