date,close
2004-12-01,43.8000
2005-01-01,42.2200
2005-02-01,43.5300
2005-03-01,42.8200
2005-04-01,43.3500
2005-05-01,41.6500
2005-06-01,43.4400
2005-07-01,42.8200
2005-08-01,43.4000
2005-09-01,46.7000
2005-10-01,46.4000
2005-11-01,49.1000
2005-12-01,51.5800
2006-01-01,56.7000
2006-02-01,56.0700
2006-03-01,58.1000
2006-04-01,65.0900
2006-05-01,64.2300
2006-06-01,61.2300
2006-07-01,63.1600
2006-08-01,62.2900
2006-09-01,59.4700
2006-10-01,60.2400
2006-11-01,64.3900
2006-12-01,63.2100
2007-01-01,64.8300
2007-02-01,66.4800
2007-03-01,65.7400
2007-04-01,67.0900
2007-05-01,65.5400
2007-06-01,64.2700
2007-07-01,65.7900
2007-08-01,66.5200
2007-09-01,73.5100
2007-10-01,78.6200
2007-11-01,77.3200
2007-12-01,82.4600
2008-01-01,91.4000
2008-02-01,96.1800
2008-03-01,90.4100
2008-04-01,86.6500
2008-05-01,87.4500
2008-06-01,91.4000
2008-07-01,90.0800
2008-08-01,81.7100
2008-09-01,85.0700
2008-10-01,71.3400
2008-11-01,80.3100
2008-12-01,86.5200
2009-01-01,91.3100
2009-02-01,92.6300
2009-03-01,90.2800
2009-04-01,87.2700
2009-05-01,96.2000
2009-06-01,91.1800
2009-07-01,93.3500
2009-08-01,93.4000
2009-09-01,98.8500
2009-10-01,102.5300
2009-11-01,115.6400
2009-12-01,107.3100
2010-01-01,105.9600
2010-02-01,109.4300
2010-03-01,108.9500
2010-04-01,115.3600
2010-05-01,118.8800
2010-06-01,121.6800
2010-07-01,115.4900
2010-08-01,122.0800
2010-09-01,127.9100
2010-10-01,132.6200
2010-11-01,135.4200
2010-12-01,138.7200
2011-01-01,129.8700
2011-02-01,137.6600
2011-03-01,139.8600
2011-04-01,152.3700
2011-05-01,149.6400
2011-06-01,146.0000
2011-07-01,158.2900
2011-08-01,177.7200
2011-09-01,158.0600
2011-10-01,167.3400
2011-11-01,170.1300
2011-12-01,151.9900
2012-01-01,169.3100
2012-02-01,164.2900
2012-03-01,162.1200
2012-04-01,161.8800
2012-05-01,151.6200
2012-06-01,155.1900
2012-07-01,156.4900
2012-08-01,164.2200
2012-09-01,171.8900
2012-10-01,166.8300
2012-11-01,166.0500
2012-12-01,162.0200
2013-01-01,161.2000
2013-02-01,153.0000
2013-03-01,154.4500
2013-04-01,142.7700
2013-05-01,133.9200
2013-06-01,119.1100
2013-07-01,127.9600
2013-08-01,134.6200
2013-09-01,128.1800
2013-10-01,127.7400
2013-11-01,120.7000
2013-12-01,116.1200
2014-01-01,120.0900
2014-02-01,127.6200
2014-03-01,123.6100
2014-04-01,124.2200
2014-05-01,120.4300
2014-06-01,128.0400
2014-07-01,123.3900
2014-08-01,123.8600
2014-09-01,116.2100
2014-10-01,112.6600
2014-11-01,112.1100
2014-12-01,113.5800
2015-01-01,123.4500
2015-02-01,116.1600
2015-03-01,113.6600
2015-04-01,113.4700
2015-05-01,114.1000
2015-06-01,112.3700
2015-07-01,104.9300
2015-08-01,108.8200
2015-09-01,106.8600
2015-10-01,109.3000
2015-11-01,101.9200
2015-12-01,101.4600
2016-01-01,106.9500
2016-02-01,118.6400
2016-03-01,117.6400
2016-04-01,123.6500
2016-05-01,116.0600
2016-06-01,126.4700
2016-07-01,128.9800
2016-08-01,124.7800
2016-09-01,125.6400
2016-10-01,121.9400
2016-11-01,111.7500
2016-12-01,109.6100
2017-01-01,115.5500
2017-02-01,119.2300
2017-03-01,118.7200
2017-04-01,120.7700
2017-05-01,120.6200
2017-06-01,118.0200
2017-07-01,120.7500
2017-08-01,125.8200
2017-09-01,121.5800
2017-10-01,120.6700
2017-11-01,121.1000
2017-12-01,123.6500
2018-01-01,127.6500
2018-02-01,125.0000
2018-03-01,125.7900
2018-04-01,124.5900
2018-05-01,123.1000
2018-06-01,118.6500
2018-07-01,115.9900
2018-08-01,113.5100
2018-09-01,112.7600
2018-10-01,115.1500
2018-11-01,115.5400
2018-12-01,121.2500
2019-01-01,124.7500
2019-02-01,123.9900
2019-03-01,122.0100
2019-04-01,121.2000
2019-05-01,123.3300
2019-06-01,133.2000
2019-07-01,133.2100
2019-08-01,143.7500
2019-09-01,138.8700
2019-10-01,142.4300
2019-11-01,137.8600
2019-12-01,142.9000
2020-01-01,149.3300
2020-02-01,148.3800
2020-03-01,148.0500
2020-04-01,158.8000
2020-05-01,162.9100
2020-06-01,167.3700
2020-07-01,185.4300
2020-08-01,184.8300
